Epoch,Cycle,Episodes,Timesteps,TimeCost(sec),Pi_q_loss,Q_loss,Pi_l2_loss,Success
12/20,16/20,12850,1285000,64.12219715118408,7860.405488014221,271.18841054290533,183.27903562784195,0.85
12/20,17/20,12900,1290000,68.87556147575378,7864.233500957489,274.3387438803911,181.9901880323887,0.86
12/20,18/20,12950,1295000,61.65913462638855,7901.155594825745,280.3055122345686,180.6223917901516,0.94
12/20,19/20,13000,1300000,63.85654067993164,7907.367480754852,278.30302715301514,184.6553443968296,0.93
13/20,0/20,13050,1305000,67.55591821670532,7935.514670372009,261.838058270514,179.83453868329525,0.93
13/20,1/20,13100,1310000,63.39328479766846,7909.284369945526,271.2081238105893,183.50053039193153,0.93
13/20,2/20,13150,1315000,65.33478474617004,7888.992857456207,262.83618201315403,182.895642131567,0.91
13/20,3/20,13200,1320000,66.92548441886902,7914.112053871155,256.24555876106024,185.58380669355392,0.88
13/20,4/20,13250,1325000,63.37397480010986,7917.7963609695435,257.00960029661655,185.4785295277834,0.9
13/20,5/20,13300,1330000,67.23349189758301,7937.069518566132,234.31447939574718,185.58501824736595,0.87
13/20,6/20,13350,1335000,64.63844895362854,7918.231327533722,235.48417430371046,184.21499083936214,0.9
13/20,7/20,13400,1340000,61.99026417732239,7927.260363578796,240.23573572933674,184.91001130640507,0.85
13/20,8/20,13450,1345000,67.9019706249237,7897.833535671234,253.64341390877962,183.2696551680565,0.85
13/20,9/20,13500,1350000,63.072593212127686,7920.024193286896,242.53345730155706,183.127181828022,0.91
13/20,10/20,13550,1355000,62.213550329208374,7897.9602880477905,252.44625964015722,185.79296539723873,0.92
